car_id,href,brand_model,production_year,price,volume,power,gearbox_type,mileage
53228008,https://auto.drom.ru/ekaterinburg/audi/a4/53228008.html,Audi A4,2016,2029099,1.0,150,робот,150000
53244642,https://auto.drom.ru/moscow/audi/s6/53244642.html,Audi S6,2020,5300000,3.0,349,АКПП,135000
53248235,https://auto.drom.ru/krasnoyarsk/audi/q5/53248235.html,Audi Q5,2012,2000000,2.0,211,АКПП,131000
53281485,https://auto.drom.ru/omsk/audi/a4/53281485.html,Audi A4,2009,1150000,2.0,120,вариатор,170000
53298452,https://auto.drom.ru/novosibirsk/audi/rs_q8/53298452.html,Audi RS Q8,2022,13599999,4.0,600,автомат,32700
53340951,https://auto.drom.ru/novosibirsk/audi/q3/53340951.html,Audi Q3,2014,3550000,2.0,170,робот,41279
53341219,https://auto.drom.ru/spb/audi/a4/53341219.html,Audi A4,2021,3350000,2.0,249,робот,67000
53361938,https://auto.drom.ru/krasnoyarsk/audi/q7/53361938.html,Audi Q7,2019,5900000,2.0,252,АКПП,63500
53366764,https://auto.drom.ru/blagoveshchensk/audi/a7/53366764.html,Audi A7,2018,5350000,3.0,340,робот,93
53388375,https://auto.drom.ru/krasnodar/audi/a5/53388375.html,Audi A5,2017,3390000,2.0,249,робот,92000
53397321,https://auto.drom.ru/omsk/audi/q5/53397321.html,Audi Q5,2014,2500000,2.0,150,механика,65000
53398766,https://auto.drom.ru/irkutsk/audi/q5_sportback/53398766.html,Audi Q5 Sportback,2022,7290000,2.0,249,робот,16025
53402855,https://auto.drom.ru/surgut/audi/q7/53402855.html,Audi Q7,2007,1550000,4.0,280,АКПП,230000
53408225,https://auto.drom.ru/moscow/audi/q5/53408225.html,Audi Q5,2020,4170000,2.0,190,робот,53996
53411009,https://auto.drom.ru/irkutsk/audi/a8/53411009.html,Audi A8,2019,4900000,3.0,340,АКПП,72000
53413437,https://auto.drom.ru/murmansk/audi/a5/53413437.html,Audi A5,2016,3000000,2.0,249,робот,170500
