car_id,href,brand_model,production_year,price,volume,power,gearbox_type,mileage
573127408,https://auto.drom.ru/krasnoyarsk/toyota/camry/573127408.html,Toyota Camry,2018,2890000,3.0,181,АКПП,115000
573481712,https://auto.drom.ru/aginskoe/toyota/camry/573481712.html,Toyota Camry,2013,2000000,3.0,181,АКПП,195000
573588000,https://auto.drom.ru/irkutsk/toyota/camry/573588000.html,Toyota Camry,2010,1800000,2.0,167,АКПП,178000
573885634,https://auto.drom.ru/irkutsk/toyota/camry/573885634.html,Toyota Camry,2012,1993000,3.0,181,АКПП,163100
574483851,https://auto.drom.ru/moscow/toyota/camry/574483851.html,Toyota Camry,2019,2650000,3.0,181,АКПП,122000
575770586,https://auto.drom.ru/surgut/toyota/camry/575770586.html,Toyota Camry,2018,2950000,3.0,181,АКПП,130000
575988976,https://auto.drom.ru/kyzyl/toyota/camry/575988976.html,Toyota Camry,2013,1750000,3.0,181,АКПП,254000
576592660,https://auto.drom.ru/samara/toyota/camry/576592660.html,Toyota Camry,2011,1280000,2.0,167,АКПП,196000
577183268,https://auto.drom.ru/ust-ordynskiy/toyota/camry/577183268.html,Toyota Camry,2018,2650000,3.0,178,вариатор,83000
577208299,https://auto.drom.ru/kemerovo/toyota/camry/577208299.html,Toyota Camry,2014,1999000,3.0,181,АКПП,233000
577712656,https://auto.drom.ru/barnaul/toyota/camry/577712656.html,Toyota Camry,2016,2580000,4.0,249,АКПП,198000
579408870,https://auto.drom.ru/ekaterinburg/toyota/camry/579408870.html,Toyota Camry,2020,3450000,3.0,181,АКПП,52600
579470943,https://auto.drom.ru/moscow/toyota/camry/579470943.html,Toyota Camry,2013,1529000,3.0,181,АКПП,339579
580648403,https://auto.drom.ru/sevastopol/toyota/camry/580648403.html,Toyota Camry,2012,2000000,3.0,181,АКПП,244000
581040547,https://auto.drom.ru/noyabrsk/toyota/camry/581040547.html,Toyota Camry,2012,2215750,3.0,181,АКПП,178948
581283300,https://auto.drom.ru/ekaterinburg/toyota/camry/581283300.html,Toyota Camry,2013,1599999,2.0,148,АКПП,219000
582539221,https://auto.drom.ru/nizhnesortymskiy/toyota/camry/582539221.html,Toyota Camry,2013,2200000,4.0,249,АКПП,199000
582645309,https://auto.drom.ru/samara/toyota/camry/582645309.html,Toyota Camry,2017,2603890,2.0,150,АКПП,259700
582744254,https://auto.drom.ru/yakutsk/toyota/camry/582744254.html,Toyota Camry,2018,2900000,3.0,178,вариатор,140000
583632087,https://auto.drom.ru/krasnoyarsk/toyota/camry/583632087.html,Toyota Camry,2019,2669000,3.0,203,АКПП,131000
